method,mixer_topology,warm_start_mode,depth,restarts,seed,expected_selected_worst_error,expected_normalized_cost,expected_nominal_error,probability_best_one_coast,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_one_coast_schedule,best_one_coast_selected_worst_error,angles
structured_inverse_path_p4_r1,path,inverse,4,1,20260659,0.10867125650290899,0.13856395883266456,0.0830253500720323,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.07051068643771452, 0.0732386007422176, 0.09998169714542897, 0.160860301829097, 0.0, 0.0, 0.0, 0.0]"
structured_inverse_path_p4_r4,path,inverse,4,4,20260662,0.10867125650290899,0.13856395883266456,0.0830253500720323,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.07051068643771452, 0.0732386007422176, 0.09998169714542897, 0.160860301829097, 0.0, 0.0, 0.0, 0.0]"
structured_inverse_path_p4_r8,path,inverse,4,8,20260666,0.10867125650290899,0.13856395883266456,0.0830253500720323,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.07051068643771452, 0.0732386007422176, 0.09998169714542897, 0.160860301829097, 0.0, 0.0, 0.0, 0.0]"
structured_exponential_path_p1_r1,path,exponential,1,1,20260729,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.17528530720915272, 0.0]"
structured_exponential_path_p1_r4,path,exponential,1,4,20260732,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.17528530720915272, 0.0]"
structured_exponential_path_p1_r8,path,exponential,1,8,20260736,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.17528530720915272, 0.0]"
structured_exponential_path_p2_r1,path,exponential,2,1,20260739,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.15644137413739628, 0.20989810718378132, 0.0, 0.0]"
structured_exponential_path_p2_r4,path,exponential,2,4,20260742,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.15644137413739628, 0.20989810718378132, 0.0, 0.0]"
structured_exponential_path_p2_r8,path,exponential,2,8,20260746,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.15644137413739628, 0.20989810718378132, 0.0, 0.0]"
structured_exponential_path_p3_r1,path,exponential,3,1,20260749,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.11471102435922309, 0.16011281939883465, 0.21136570360494056, 0.0, 0.0, 0.0]"
