method,analysis_stage,oracle,iterations,initial_state,states_in_support,feasible_support_probability,expected_selected_worst_error,initial_expected_selected_worst_error,expected_nominal_error,probability_best_state,initial_probability_best_state,probability_good_set,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_schedule,best_selected_worst_error,top3_schedules,predeclared_protocol_name,predeclared_good_rule,predeclared_iteration_rule,predeclared_iteration_cap,initial_good_probability_predeclared,predicted_good_probability_predeclared
grover_uniform_top_2_r5,exploratory_sweep,top_2,5,uniform,66,1.0,0.10660123105682204,0.11375786488534918,0.08089443394103783,0.4399604889279813,0.015151515151515152,0.8799209778559626,0.4399604889279813,111111111001,0.4399604889279813,0.1056046330372665,111111111100,0.1055748925448516,111111111001:0.440; 111111111100:0.440; 001111111111:0.002,,,,,,
grover_warm_top_3_r3,exploratory_sweep,top_3,3,inverse,66,1.0,0.10660514836034911,0.108671256502909,0.0809093353540811,0.29147919199811717,0.1201242112368671,0.7823633870722371,0.29147919199811717,111111111100,0.29147919199811717,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.291; 111111111001:0.273; 111111111010:0.218,,,,,,
grover_warm_top_5_r5,exploratory_sweep,top_5,5,inverse,66,1.0,0.10667684221371829,0.108671256502909,0.08101131924179332,0.21189942757180602,0.1201242112368671,0.8252518937870872,0.21189942757180602,111111111100,0.21189942757180602,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.212; 111111111001:0.199; 111111111010:0.158,,,,,,
grover_warm_thresholdle0p105574892545_r7,exploratory_sweep,threshold<=0.105574892545,7,inverse,66,1.0,0.10668572049799566,0.108671256502909,0.08093443333156425,0.6843424627426692,0.1201242112368671,0.6843424627426692,0.6843424627426692,111111111100,0.6843424627426692,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.684; 111111111001:0.040; 111111111010:0.032,,,,,,
grover_warm_top_1_r7,exploratory_sweep,top_1,7,inverse,66,1.0,0.10668572049799566,0.108671256502909,0.08093443333156425,0.6843424627426692,0.1201242112368671,0.6843424627426692,0.6843424627426692,111111111100,0.6843424627426692,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.684; 111111111001:0.040; 111111111010:0.032,,,,,,
grover_warm_thresholdle0p106540504405_r4,exploratory_sweep,threshold<=0.106540504405,4,inverse,66,1.0,0.10670393392196918,0.108671256502909,0.08104314558740025,0.1894566444665073,0.1201242112368671,0.8585615400324937,0.1894566444665073,111111111100,0.1894566444665073,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.189; 111111111001:0.178; 111111111010:0.141,,,,,,
grover_uniform_top_3_r4,exploratory_sweep,top_3,4,uniform,66,1.0,0.10670742280335481,0.11375786488534918,0.08098938421167833,0.2913386937245111,0.015151515151515152,0.8740160811735334,0.2913386937245111,111111111001,0.2913386937245111,0.1056046330372665,111111111100,0.1055748925448516,111111111001:0.291; 111111111010:0.291; 111111111100:0.291,,,,,,
grover_warm_top_8_r2,exploratory_sweep,top_8,2,inverse,66,1.0,0.10678592599015638,0.108671256502909,0.08113029748805825,0.17842390786837087,0.1201242112368671,0.8626774542134206,0.17842390786837087,111111111100,0.17842390786837087,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.178; 111111111001:0.167; 111111111010:0.133,,,,,,
grover_warm_top_2_r11,exploratory_sweep,top_2,11,inverse,66,1.0,0.1068091293591498,0.108671256502909,0.08112474576356854,0.35937304746054366,0.1201242112368671,0.6963236640431083,0.35937304746054366,111111111100,0.35937304746054366,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.359; 111111111001:0.337; 111111111010:0.035,,,,,,
grover_warm_thresholdle0p109629368803_r8,exploratory_sweep,threshold<=0.109629368803,8,inverse,66,1.0,0.10687535316700625,0.108671256502909,0.08125699398358384,0.15919031338064507,0.1201242112368671,0.9406644525105052,0.15919031338064507,111111111100,0.15919031338064507,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.159; 111111111001:0.149; 111111111010:0.119,,,,,,
